uhhidfs,uhhidp,k1,k2,k3,k3_x,k4,k5,k51,k52,k53,k54,k55,k56,k57,k5_other,k6,k61,k62,k63,k64,k65,k66,k67,k68,k6_other,k7,k7_other
196,1002406,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 4 6 7,0,0,1,1,1,1,1,0,NA,5,NA
197,1002285,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 4 6,0,0,0,1,1,1,0,0,NA,3,NA
198,1002410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5 4 3,0,0,1,1,1,1,0,0,NA,3,NA
199,3000102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
200,1002407,1,1,1,Helps to make decision on when to sow,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5 6 7,0,0,0,1,1,1,1,0,NA,3,NA
201,3000189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
202,3000191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
203,3000103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
204,3000946,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,5,NA
205,3000945,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,4,NA
206,3000943,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
207,3000932,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 6 4,0,1,0,1,0,1,0,0,NA,2,NA
208,3000933,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 4 5 6 7,1,1,1,1,1,1,1,0,NA,5,NA
209,3000934,1,1,1,Enable us as farmers to prepare for the next seasons,1,4,0,0,0,1,0,0,0,NA,1 3 4 6 7 5,1,0,1,1,1,1,1,0,NA,5,NA
210,3000936,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 5,1,0,0,0,1,1,0,0,NA,5,NA
211,2000078,1,1,1,Helps on when to plant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,1,NA
212,3000940,1,1,1,Plan for shocks,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6,1,0,1,0,1,1,0,0,NA,1,NA
213,2000077,1,3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,Doesn't use this information,5,NA
214,2000085,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,Doesn't receive any information,0,NA
215,2000100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,Don't get that information,0,NA
216,2000075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,Doesn't get any information,0,NA
217,2000079,1,1,1,It helps us to know when to plant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
218,2000097,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,Dont receive Information,0,NA
219,3001019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,5,NA
220,3001018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 4,0,0,0,1,0,0,1,0,NA,5,NA
221,3001017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 5,0,0,0,0,1,0,1,0,NA,4,NA
222,3001021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 7 4,0,0,0,1,0,1,1,0,NA,3,NA
223,2000614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,0,NA
224,3001054,1,1,1,For Making agriculture decisions,1,4,0,0,0,1,0,0,0,NA,1 7,1,0,0,0,0,0,1,0,NA,5,NA
225,2000603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,0,NA
226,2000616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,5,NA
227,2000613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
228,2000602,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
229,3000094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,Preserving soils not to get spoiled,2,NA
230,3000096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
231,3000101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
232,3000234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
234,2000688,1,3,0,NA,1,5,0,0,0,0,1,0,0,NA,1 4 7,1,0,0,1,0,0,1,0,NA,5,NA
235,2000601,1,1,1,Helps in choosing which dates to plant,1,1 4,1,0,0,1,0,0,0,NA,1 5 6 4,1,0,0,1,1,1,0,0,NA,3,NA
236,2000405,1,3,1,For planting decisions,1,1,1,0,0,0,0,0,0,NA,7 3 4,0,0,1,1,0,0,1,0,NA,5,NA
237,2000404,1,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 3,0,0,1,0,0,0,1,0,NA,5,NA
238,2000121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
239,2000051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
240,2000053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
241,2000122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
242,1000218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
243,3000140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 3,0,0,1,0,0,1,0,0,NA,5,NA
244,3000139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
245,3000138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
246,3000142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,5,NA
247,3000143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 7 6,0,0,1,1,1,1,1,0,NA,4,NA
248,3000264,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 1 6,1,0,0,1,0,1,0,0,NA,5,NA
249,3000267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 6 4,1,0,1,1,0,1,0,0,NA,5,NA
250,1000919,1,3,1,It makes you ready to face the problem and find the solution,1,1,1,0,0,0,0,0,0,NA,1 3 4 5 6 7,1,0,1,1,1,1,1,0,NA,3,NA
251,3000150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,5,NA
252,3000147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
253,3000145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,3,NA
254,1001021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 6,1,0,1,0,0,1,0,0,NA,5,NA
255,1000920,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 6,1,0,1,1,0,1,0,0,NA,5,NA
256,1001020,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5 6 7,1,0,1,1,1,1,1,0,NA,3,NA
257,3000261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5 4,0,0,0,1,1,1,0,0,NA,5,NA
258,3000259,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
259,1002608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6,0,0,1,1,1,1,0,0,NA,5,NA
260,1002607,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6,0,0,1,1,1,1,0,0,NA,2,NA
261,1002664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6,0,0,1,1,1,1,0,0,NA,5,NA
262,1002672,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6,0,0,1,1,1,1,0,0,NA,4,NA
263,3000132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 7,1,0,0,0,0,1,1,0,NA,3,NA
264,3000136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
265,3000134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
266,3001023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,7,Radio
267,3001066,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
268,3001025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
269,3001067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
270,3001024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
271,2000415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,4,NA
272,2000339,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
273,2000337,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
274,2000416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5,0,0,1,0,1,0,0,0,NA,5,NA
275,2000413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,5,NA
276,2000417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
277,2000340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,4,NA
278,2000336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
279,2000414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,4,NA
280,1000452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
281,1000365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
282,1000441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,2,NA
283,1001675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,2,NA
284,1000164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
285,1000155,1,2,0,NA,1,7,0,0,0,0,0,0,1,We have no radio yet most times thats where the information is passed,1,1,0,0,0,0,0,0,0,NA,3,NA
286,1000219,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
287,1000165,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
288,3001509,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
289,3000428,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4,1,0,1,1,0,0,0,0,NA,4,NA
290,3001005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
291,3001006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
292,3001550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
293,3001508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
294,1002404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
295,1002358,1,1,1,Helps in determining when to plant.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
296,1002287,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
297,2000687,1,3,0,NA,1,1,1,0,0,0,0,0,0,NA,5 3,0,0,1,0,1,0,0,0,NA,5,NA
298,3001553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5 1 3,1,1,1,0,1,0,0,0,NA,5,NA
299,2000600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 4 5,0,1,0,1,1,0,0,0,NA,2,NA
300,3000427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5,1,0,1,0,1,0,0,0,NA,3,NA
301,3000429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6,0,0,1,0,1,1,0,0,NA,3,NA
302,3000432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 6,0,0,1,1,0,1,0,0,NA,5,NA
303,3000563,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 6,0,0,1,1,0,1,0,0,NA,5,NA
304,1000439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
305,1000584,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
306,1000349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,3,NA
307,3000430,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 6,0,0,1,0,1,1,0,0,NA,5,NA
308,3002353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,5,NA
309,1002423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
310,1000366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
311,3000431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,5,NA
312,3000982,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
313,3000995,1,2,1,Looking for other non farm businesses to do in case weather becomes a challenge,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,4,NA
314,3000983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 4,0,0,0,1,1,0,0,0,NA,0,NA
315,3000984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
316,3000992,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4 3,0,0,1,1,0,1,0,0,NA,4,NA
317,3000997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
318,3001008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
319,1002288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
320,1002297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,4,NA
321,1002510,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 7,1,0,0,1,0,0,1,0,NA,4,NA
322,1002587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,4,NA
323,1002355,1,1,1,Helps in determining which crops to grow in a given season.,1,1,1,0,0,0,0,0,0,NA,1 5 6,1,0,0,0,1,1,0,0,NA,5,NA
324,1002509,1,1,1,Has helped in determining which crops to grow in a given season.,1,6,0,0,0,0,0,1,0,NA,1 5,1,0,0,0,1,0,0,0,NA,3,NA
325,1002363,1,1,1,Helps in determining the planting period and which crops to grow in the different seasons.,1,1,1,0,0,0,0,0,0,NA,1 5 6 7,1,0,0,0,1,1,1,0,NA,3,NA
326,1000308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
327,1000309,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
328,1001728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
329,1001727,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
330,1000345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,0,NA
331,1000587,1,1,0,NA,1,4,0,0,0,1,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,NA,2,NA
332,1000373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,0,NA
333,1001673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,0,NA
334,1000438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,0,NA
335,1000437,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,0,NA
336,1000457,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 3,1,0,1,1,0,0,0,0,NA,0,NA
337,1000987,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4,0,0,0,1,0,1,0,0,NA,0,NA
338,1000442,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4,1,0,1,1,0,0,0,0,NA,0,NA
339,1000443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5 3,0,1,1,0,1,0,0,0,NA,0,NA
340,1000339,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4,1,1,0,1,0,0,0,0,NA,0,NA
341,1000453,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3 5,0,1,1,0,1,0,0,0,NA,0,NA
342,1000367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4,1,0,1,1,0,0,0,0,NA,0,NA
343,1000454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
344,1000307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,5,NA
345,1000372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
346,1000586,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3,0,0,1,1,0,0,0,0,NA,0,NA
347,3000082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
348,3000986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
349,3000985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
350,1001676,1,1,1,Know whether pattern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
351,1001677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
352,1001778,1,1,1,Helps in making planting dates,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,3,NA
353,1001780,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
354,1001776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
355,1002420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
356,1000585,1,1,1,Proper planning,1,5,0,0,0,0,1,0,0,NA,1 4,1,0,0,1,0,0,0,0,NA,1,NA
357,1000230,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,1,NA
358,1000583,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
359,1002421,1,1,1,Planning,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
360,1002424,1,1,1,Planning,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,1,NA
361,3000083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 7,1,0,0,0,1,0,1,0,NA,3,NA
362,3000944,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
363,3000948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,5,NA
364,3000949,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
365,3000081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 5 7 6 4 3,0,1,1,1,1,1,1,0,NA,5,NA
366,3000989,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3 4 5 6 7,0,1,1,1,1,1,1,0,NA,2,NA
367,3000084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,NA,5,NA
368,3000988,1,1,1,For making agriculture decisions,1,4,0,0,0,1,0,0,0,NA,4 3 5,0,0,1,1,1,0,0,0,NA,5,NA
369,3000085,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,3,NA
370,3001039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,5,NA
371,3000991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,4,NA
372,3000086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,6,NA
373,1000890,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,999,3,NA
374,1000889,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5 6 7,1,0,1,1,1,1,1,0,NA,0,NA
375,1000887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,5,NA
376,1000860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
377,3000347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
378,3000356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
379,3000566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
380,3000564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
